case_id,case_type,difficulty,ai_correct
CASE029184,routine,0.142,1
CASE029185,routine,-0.37,1
CASE029186,routine,-0.197,1
CASE029187,routine,-0.302,1
CASE029188,routine,-0.31,1
CASE029189,routine,-0.342,1
CASE029190,routine,-0.267,1
CASE029191,atypical,1.521,1
CASE029192,routine,-0.883,1
CASE029193,ambiguous,0.122,1
CASE029194,ambiguous,0.753,1
CASE029195,routine,-0.492,1
CASE029196,routine,-1.145,1
CASE029197,ambiguous,0.172,1
CASE029198,routine,-1.155,1
CASE029199,routine,-0.315,1
CASE029200,routine,-1.196,1
CASE029201,routine,0.052,1
CASE029202,atypical,1.627,0
CASE029203,routine,-0.828,1
CASE029204,routine,-0.687,1
CASE029205,ambiguous,-0.124,1
CASE029206,routine,-0.663,1
CASE029207,routine,-0.414,1
CASE029208,ambiguous,0.119,1
CASE029209,routine,-0.998,1
CASE029210,routine,-0.719,1
CASE029211,routine,-0.919,1
CASE029212,routine,-0.54,1
CASE029213,routine,-0.779,0
CASE029214,routine,0.057,1
CASE029215,ambiguous,0.153,1
CASE029216,ambiguous,0.337,1
CASE029217,ambiguous,0.309,1
CASE029218,routine,-0.771,1
CASE029219,routine,-0.381,1
CASE029220,routine,-1.045,1
CASE029221,routine,-0.34,1
CASE029222,routine,-0.943,1
CASE029223,routine,-0.345,1
CASE029224,routine,-0.759,1
CASE029225,routine,-0.184,1
CASE029226,ambiguous,0.453,1
CASE029227,routine,-0.142,1
CASE029228,routine,0.094,1
CASE029229,routine,-0.313,1
CASE029230,routine,-0.179,1
CASE029231,routine,-0.483,1
CASE029232,routine,0.236,1
CASE029233,ambiguous,0.666,1
CASE029234,routine,-0.253,1
CASE029235,ambiguous,0.194,1
CASE029236,routine,-0.421,1
CASE029237,routine,-0.654,1
CASE029238,atypical,0.837,1
CASE029239,routine,-0.479,1
CASE029240,routine,-0.341,1
CASE029241,atypical,0.994,1
CASE029242,atypical,1.303,0
CASE029243,ambiguous,0.217,1
CASE029244,routine,-0.133,1
CASE029245,ambiguous,0.626,1
CASE029246,routine,-0.274,1
CASE029247,routine,-0.814,1
CASE029248,routine,0.077,1
CASE029249,routine,-0.325,1
CASE029250,routine,-0.399,1
CASE029251,ambiguous,0.343,1
CASE029252,routine,-0.417,1
CASE029253,routine,-0.381,1
CASE029254,routine,-0.988,1
CASE029255,routine,0.263,1
CASE029256,ambiguous,0.357,1
CASE029257,routine,0.167,1
CASE029258,routine,-0.161,1
CASE029259,routine,-0.564,1
CASE029260,routine,-0.288,1
CASE029261,routine,0.02,1
CASE029262,ambiguous,0.848,1
CASE029263,routine,-0.34,1
CASE029264,routine,0.162,1
CASE029265,atypical,0.874,1
CASE029266,atypical,1.126,1
CASE029267,routine,-0.365,1
CASE029268,ambiguous,0.14,1
CASE029269,routine,-0.375,1
CASE029270,atypical,1.02,0
CASE029271,routine,-0.053,1
CASE029272,routine,-0.252,1
CASE029273,ambiguous,0.649,1
CASE029274,ambiguous,0.594,1
CASE029275,ambiguous,1.135,0
CASE029276,routine,-0.861,1
CASE029277,routine,0.045,1
CASE029278,ambiguous,1.165,1
CASE029279,routine,0.125,1
CASE029280,routine,-0.262,1
CASE029281,routine,-0.991,1
CASE029282,ambiguous,0.161,1
CASE029283,ambiguous,0.474,1
CASE029284,routine,-0.702,1
CASE029285,ambiguous,0.69,1
CASE029286,ambiguous,0.654,0
CASE029287,routine,-0.878,1
CASE029288,routine,-0.546,1
CASE029289,ambiguous,0.47,1
CASE029290,routine,-0.337,1
CASE029291,routine,0.074,1
CASE029292,routine,-0.24,1
CASE029293,routine,-0.734,1
CASE029294,routine,-0.344,1
CASE029295,routine,-0.76,1
CASE029296,ambiguous,0.854,1
CASE029297,routine,-0.199,1
CASE029298,routine,-0.319,1
CASE029299,routine,0.104,1
CASE029300,routine,-1.089,1
CASE029301,routine,-0.375,1
CASE029302,ambiguous,0.985,1
CASE029303,routine,-0.395,1
CASE029304,routine,-0.724,1
CASE029305,routine,0.044,1
CASE029306,routine,-0.5,1
CASE029307,ambiguous,0.139,1
CASE029308,routine,-0.128,1
CASE029309,routine,-0.397,1
CASE029310,ambiguous,0.472,1
CASE029311,routine,-0.34,1
CASE029312,routine,-0.791,1
CASE029313,routine,-0.009,1
CASE029314,routine,-0.49,1
CASE029315,routine,-0.281,1
CASE029316,ambiguous,0.684,0
CASE029317,routine,-0.69,1
CASE029318,routine,-0.486,1
CASE029319,routine,-0.598,1
CASE029320,routine,0.14,1
CASE029321,ambiguous,0.502,1
CASE029322,ambiguous,0.82,1
CASE029323,routine,-0.875,1
CASE029324,routine,-0.339,1
CASE029325,routine,-0.839,1
CASE029326,routine,-0.118,1
CASE029327,ambiguous,1.092,1
CASE029328,routine,-0.05,1
CASE029329,routine,-0.365,1
CASE029330,routine,0.187,1
CASE029331,routine,-0.281,1
CASE029332,atypical,1.418,0
CASE029333,routine,-0.074,1
CASE029334,ambiguous,0.321,1
CASE029335,atypical,1.779,1
CASE029336,routine,-0.209,1
CASE029337,routine,-0.339,1
CASE029338,ambiguous,0.533,1
CASE029339,routine,-0.671,0
CASE029340,atypical,1.27,0
CASE029341,routine,-0.375,1
CASE029342,routine,-0.601,1
CASE029343,routine,-0.542,1
CASE029344,ambiguous,1.251,1
CASE029345,routine,-0.607,1
CASE029346,routine,0.314,1
CASE029347,routine,-0.613,0
CASE029348,atypical,1.57,1
CASE029349,routine,-0.576,1
CASE029350,routine,-0.282,1
CASE029351,routine,0.4,1
CASE029352,routine,-0.402,1
CASE029353,routine,-0.756,1
CASE029354,routine,-0.182,1
CASE029355,routine,-0.271,1
CASE029356,routine,-0.259,1
CASE029357,routine,-0.457,1
CASE029358,routine,-0.297,1
CASE029359,routine,0.036,1
CASE029360,routine,-0.815,1
CASE029361,routine,-1.317,1
CASE029362,routine,-0.68,1
CASE029363,ambiguous,0.69,1
CASE029364,routine,-0.944,1
CASE029365,routine,-0.814,1
CASE029366,atypical,1.946,1
CASE029367,routine,-0.77,1
CASE029368,routine,-0.714,1
CASE029369,routine,-0.585,1
CASE029370,routine,-0.714,1
CASE029371,routine,-0.517,1
CASE029372,ambiguous,-0.037,1
CASE029373,routine,-0.768,1
CASE029374,routine,-0.042,1
CASE029375,routine,-0.424,1
CASE029376,ambiguous,0.311,1
CASE029377,routine,0.053,0
CASE029378,routine,-0.443,1
CASE029379,routine,-0.833,1
CASE029380,routine,0.003,1
CASE029381,routine,-0.096,1
CASE029382,routine,-0.883,1
CASE029383,routine,-0.207,1
CASE029384,routine,0.43,1
CASE029385,routine,-0.597,1
CASE029386,ambiguous,0.864,1
CASE029387,routine,0.156,1
CASE029388,routine,0.049,1
CASE029389,routine,-0.501,1
CASE029390,routine,-0.407,1
CASE029391,ambiguous,0.665,1
CASE029392,routine,-0.293,1
CASE029393,atypical,0.52,1
CASE029394,routine,0.098,1
CASE029395,routine,-0.214,1
CASE029396,routine,-0.345,1
CASE029397,ambiguous,0.738,1
CASE029398,ambiguous,0.164,1
CASE029399,ambiguous,1.121,1
CASE029400,ambiguous,0.951,0
CASE029401,atypical,1.074,1
CASE029402,routine,-0.264,0
CASE029403,routine,-0.691,1
CASE029404,routine,-0.009,1
CASE029405,atypical,1.375,0
CASE029406,routine,-0.167,1
CASE029407,routine,-0.583,1
CASE029408,routine,-0.282,1
CASE029409,routine,-0.583,1
CASE029410,routine,-0.025,1
CASE029411,routine,-0.139,1
CASE029412,routine,-0.007,1
CASE029413,routine,-0.585,1
CASE029414,routine,-0.201,1
CASE029415,routine,-0.829,1
CASE029416,routine,-0.612,1
CASE029417,ambiguous,0.703,0
CASE029418,routine,-0.638,1
CASE029419,routine,-0.427,1
CASE029420,routine,-0.604,1
CASE029421,routine,-0.78,1
CASE029422,atypical,1.734,0
CASE029423,routine,0.094,1
CASE029424,routine,-0.281,1
CASE029425,routine,-0.026,1
CASE029426,routine,-0.674,1
CASE029427,ambiguous,1.113,1
CASE029428,ambiguous,1.232,1
CASE029429,routine,-0.062,1
CASE029430,routine,-0.512,1
CASE029431,atypical,1.666,0
CASE029432,routine,-0.72,1
CASE029433,routine,-0.59,1
CASE029434,ambiguous,0.991,1
CASE029435,routine,-0.527,1
CASE029436,ambiguous,0.045,1
CASE029437,routine,-0.172,1
CASE029438,routine,-0.303,1
CASE029439,routine,-0.373,1
CASE029440,routine,-0.285,1
CASE029441,ambiguous,0.129,1
CASE029442,ambiguous,0.149,1
CASE029443,routine,-0.676,1
CASE029444,routine,-0.05,1
CASE029445,routine,-1.034,1
CASE029446,ambiguous,0.741,1
CASE029447,routine,0.05,1
CASE029448,ambiguous,0.05,1
CASE029449,ambiguous,0.285,1
CASE029450,routine,-0.366,1
CASE029451,routine,-0.553,1
CASE029452,ambiguous,1.404,1
CASE029453,routine,-0.176,1
CASE029454,routine,-0.814,1
CASE029455,routine,-0.291,1
CASE029456,routine,0.117,1
CASE029457,routine,-0.618,1
CASE029458,routine,-0.176,1
CASE029459,routine,-0.626,1
CASE029460,routine,-0.208,1
CASE029461,routine,0.119,1
CASE029462,routine,-0.212,1
CASE029463,ambiguous,0.505,1
CASE029464,routine,-0.221,1
CASE029465,atypical,1.034,1
CASE029466,routine,-0.372,1
CASE029467,ambiguous,0.475,1
CASE029468,ambiguous,0.58,1
CASE029469,routine,-0.774,1
CASE029470,routine,-0.643,1
CASE029471,ambiguous,0.852,1
CASE029472,ambiguous,0.26,1
CASE029473,routine,-0.175,1
CASE029474,routine,-0.483,0
CASE029475,routine,-0.88,1
CASE029476,routine,-0.318,1
CASE029477,routine,-0.455,1
CASE029478,routine,-0.189,1
CASE029479,atypical,0.792,0
CASE029480,atypical,1.252,1
CASE029481,routine,0.049,1
CASE029482,ambiguous,1.002,1
CASE029483,routine,-1.176,1
CASE029484,routine,-0.64,1
CASE029485,routine,-0.901,1
CASE029486,atypical,1.725,0
CASE029487,routine,-0.556,1
CASE029488,ambiguous,0.828,1
CASE029489,ambiguous,-0.14,1
CASE029490,routine,-0.253,1
CASE029491,routine,-0.351,1
CASE029492,ambiguous,0.612,1
CASE029493,ambiguous,0.601,1
CASE029494,ambiguous,0.436,1
CASE029495,routine,-0.71,1
CASE029496,atypical,1.12,0
CASE029497,routine,-0.261,1
CASE029498,routine,-0.007,1
CASE029499,routine,0.291,1
CASE029500,routine,-0.425,1
CASE029501,routine,-0.485,1
CASE029502,routine,-0.095,1
CASE029503,ambiguous,0.403,1
CASE029504,routine,-0.476,1
CASE029505,routine,-0.433,1
CASE029506,routine,-0.269,1
CASE029507,routine,-0.907,1
CASE029508,ambiguous,0.636,1
CASE029509,routine,-0.524,1
CASE029510,routine,-0.048,1
CASE029511,routine,-0.822,1
CASE029512,routine,-0.802,1
CASE029513,routine,-0.286,1
CASE029514,routine,-0.374,1
CASE029515,routine,-0.362,1
CASE029516,routine,0.117,1
CASE029517,ambiguous,0.018,1
CASE029518,atypical,1.99,1
CASE029519,routine,-0.244,1
CASE029520,routine,-0.382,1
CASE029521,routine,-0.462,1
CASE029522,routine,-0.263,1
CASE029523,ambiguous,0.653,1
CASE029524,ambiguous,0.688,1
CASE029525,routine,-0.369,1
CASE029526,routine,-0.597,1
CASE029527,routine,-0.954,1
CASE029528,ambiguous,1.066,0
CASE029529,routine,-0.877,1
CASE029530,routine,0.468,1
CASE029531,ambiguous,0.504,1
CASE029532,ambiguous,1.553,1
CASE029533,atypical,1.092,1
CASE029534,routine,-0.367,1
CASE029535,routine,-0.286,1
CASE029536,routine,-0.408,1
CASE029537,routine,-0.621,1
CASE029538,ambiguous,0.907,1
CASE029539,routine,0.054,1
CASE029540,atypical,1.366,0
CASE029541,atypical,0.549,0
CASE029542,routine,-0.684,1
CASE029543,routine,-0.314,1
CASE029544,routine,-0.074,1
CASE029545,routine,-0.312,1
CASE029546,atypical,0.944,0
CASE029547,ambiguous,1.104,1
CASE029548,routine,-0.109,1
CASE029549,ambiguous,0.797,1
CASE029550,routine,-0.305,1
CASE029551,routine,-0.483,1
CASE029552,routine,-0.555,1
CASE029553,routine,-0.464,1
CASE029554,routine,-0.447,1
CASE029555,routine,-0.356,1
CASE029556,atypical,1.739,0
CASE029557,routine,-0.467,1
CASE029558,atypical,1.54,1
CASE029559,routine,-0.113,1
CASE029560,routine,-0.308,1
CASE029561,routine,0.254,1
CASE029562,ambiguous,1.026,1
CASE029563,ambiguous,0.588,1
CASE029564,routine,0.044,1
CASE029565,ambiguous,0.457,1
CASE029566,atypical,1.605,0
CASE029567,routine,-0.608,1
CASE029568,ambiguous,0.213,1
CASE029569,routine,-0.771,1
CASE029570,routine,-0.274,0
CASE029571,routine,-1.209,1
CASE029572,routine,-0.268,1
CASE029573,atypical,0.738,1
CASE029574,ambiguous,0.897,1
CASE029575,ambiguous,0.304,1
CASE029576,routine,-0.46,1
CASE029577,ambiguous,0.73,1
CASE029578,routine,-0.637,1
CASE029579,routine,-0.424,1
CASE029580,routine,-0.617,1
CASE029581,routine,-0.353,1
CASE029582,ambiguous,1.054,1
CASE029583,routine,-0.798,1
CASE029584,ambiguous,-0.137,1
CASE029585,routine,-0.301,1
CASE029586,routine,-0.083,1
CASE029587,routine,-0.379,1
CASE029588,routine,-0.248,1
CASE029589,routine,0.48,1
CASE029590,ambiguous,1.324,1
CASE029591,routine,-0.833,1
CASE029592,ambiguous,1.087,1
CASE029593,routine,-0.341,1
CASE029594,routine,-0.683,1
CASE029595,ambiguous,0.786,1
CASE029596,routine,-0.358,1
CASE029597,routine,-0.451,1
CASE029598,ambiguous,1.094,1
CASE029599,ambiguous,1.324,0
CASE029600,routine,-0.947,1
CASE029601,atypical,0.859,0
CASE029602,ambiguous,0.341,1
CASE029603,routine,-0.291,1
CASE029604,routine,0.44,1
CASE029605,routine,-0.69,1
CASE029606,routine,-1.049,1
CASE029607,routine,-0.357,1
CASE029608,routine,-0.606,1
CASE029609,routine,-0.406,1
CASE029610,routine,-0.335,1
CASE029611,routine,0.225,1
CASE029612,routine,-0.194,1
CASE029613,routine,-0.218,1
CASE029614,routine,-0.661,1
CASE029615,routine,-0.149,1
CASE029616,routine,-0.894,1
CASE029617,ambiguous,0.596,0
CASE029618,atypical,1.934,1
CASE029619,routine,0.268,1
CASE029620,routine,-0.09,0
CASE029621,routine,-0.017,1
CASE029622,routine,-0.808,1
CASE029623,routine,0.413,1
CASE029624,routine,-0.075,1
CASE029625,routine,-0.299,1
CASE029626,ambiguous,1.305,1
CASE029627,routine,0.236,1
CASE029628,routine,-0.044,1
CASE029629,routine,-0.522,1
CASE029630,routine,-0.117,1
CASE029631,routine,-1.301,1
CASE029632,routine,-0.357,1
CASE029633,routine,-0.235,1
CASE029634,routine,-0.577,1
CASE029635,ambiguous,0.639,1
CASE029636,routine,-0.114,1
CASE029637,routine,-0.339,1
CASE029638,routine,-0.372,1
CASE029639,routine,-0.399,1
CASE029640,routine,-0.156,1
CASE029641,routine,-0.241,1
CASE029642,routine,-0.153,1
CASE029643,routine,-0.377,1
CASE029644,ambiguous,0.68,0
CASE029645,routine,-0.513,1
CASE029646,ambiguous,0.214,0
CASE029647,atypical,1.0,0
CASE029648,routine,0.036,1
CASE029649,ambiguous,0.074,1
CASE029650,ambiguous,0.221,0
CASE029651,routine,-0.118,1
CASE029652,ambiguous,-0.149,1
CASE029653,routine,-0.436,1
CASE029654,routine,-0.386,1
CASE029655,ambiguous,0.713,1
CASE029656,routine,-0.383,1
CASE029657,atypical,1.817,1
CASE029658,ambiguous,0.083,1
CASE029659,routine,-0.223,1
CASE029660,routine,-1.154,1
CASE029661,routine,-0.315,1
CASE029662,ambiguous,-0.242,1
CASE029663,routine,-0.215,1
CASE029664,routine,-0.362,1
CASE029665,routine,-0.13,1
CASE029666,routine,-0.596,1
CASE029667,routine,0.046,1
CASE029668,routine,-1.457,1
CASE029669,routine,-0.655,1
CASE029670,routine,-0.858,1
CASE029671,routine,-0.475,1
CASE029672,routine,-0.155,1
CASE029673,routine,-0.349,0
CASE029674,routine,0.174,1
CASE029675,routine,-0.548,1
CASE029676,routine,-0.202,1
CASE029677,routine,0.425,1
CASE029678,routine,-0.295,1
CASE029679,routine,-0.788,1
CASE029680,routine,-0.642,1
CASE029681,ambiguous,0.632,1
CASE029682,routine,-0.14,1
CASE029683,routine,-0.332,1
CASE029684,routine,-1.259,1
CASE029685,ambiguous,-0.05,1
CASE029686,routine,-0.536,1
CASE029687,ambiguous,1.253,1
CASE029688,routine,-0.562,1
CASE029689,routine,-0.386,1
CASE029690,routine,-0.096,1
CASE029691,routine,-0.417,1
CASE029692,ambiguous,0.488,0
CASE029693,routine,0.043,1
CASE029694,routine,-0.452,1
CASE029695,routine,-0.623,1
CASE029696,routine,-0.818,1
CASE029697,routine,-1.008,1
CASE029698,routine,-0.248,1
CASE029699,routine,-0.563,1
CASE029700,routine,-0.619,1
CASE029701,ambiguous,0.791,1
CASE029702,routine,-0.235,1
CASE029703,routine,-0.239,1
CASE029704,routine,-0.957,1
CASE029705,ambiguous,1.082,0
CASE029706,routine,-0.742,1
CASE029707,ambiguous,0.369,1
CASE029708,routine,-0.261,1
CASE029709,routine,-0.124,1
CASE029710,routine,-0.828,1
CASE029711,routine,-0.813,1
CASE029712,ambiguous,0.882,1
CASE029713,routine,-0.882,0
CASE029714,routine,-0.51,1
CASE029715,atypical,1.417,0
CASE029716,routine,-1.145,1
CASE029717,routine,-0.021,1
CASE029718,routine,-0.22,0
CASE029719,routine,-0.492,1
CASE029720,atypical,1.605,1
CASE029721,routine,-0.362,1
CASE029722,atypical,1.263,1
CASE029723,ambiguous,0.722,1
CASE029724,atypical,1.215,1
CASE029725,ambiguous,0.773,1
CASE029726,routine,-0.685,1
CASE029727,routine,-0.318,0
CASE029728,ambiguous,0.068,1
CASE029729,routine,0.25,1
CASE029730,routine,-0.378,1
CASE029731,routine,-0.399,1
CASE029732,routine,-0.399,1
CASE029733,routine,-1.174,1
CASE029734,ambiguous,0.829,1
CASE029735,ambiguous,0.042,1
CASE029736,routine,-0.904,1
CASE029737,routine,-0.662,1
CASE029738,ambiguous,0.947,0
CASE029739,routine,-0.06,1
CASE029740,routine,-0.902,1
CASE029741,ambiguous,0.837,1
CASE029742,routine,-0.27,1
CASE029743,atypical,1.195,0
CASE029744,routine,-0.239,1
CASE029745,atypical,1.104,1
CASE029746,routine,-0.859,1
CASE029747,routine,0.381,1
CASE029748,routine,-1.076,1
CASE029749,routine,0.063,1
CASE029750,routine,-0.102,1
CASE029751,routine,-0.566,1
CASE029752,routine,0.108,1
CASE029753,routine,-0.527,1
CASE029754,routine,-0.19,1
CASE029755,ambiguous,0.705,1
CASE029756,routine,-0.726,1
CASE029757,ambiguous,1.231,1
CASE029758,routine,-0.552,1
CASE029759,routine,-0.526,1
CASE029760,routine,-0.649,1
CASE029761,routine,-0.765,1
CASE029762,ambiguous,1.134,1
CASE029763,routine,-0.611,1
CASE029764,ambiguous,0.475,1
CASE029765,atypical,1.032,0
CASE029766,routine,-0.299,1
CASE029767,routine,-0.484,1
CASE029768,routine,-1.227,1
CASE029769,routine,-0.309,1
CASE029770,atypical,1.369,0
CASE029771,routine,-0.247,1
CASE029772,routine,-0.195,1
CASE029773,routine,-0.26,1
CASE029774,routine,-0.574,1
CASE029775,routine,-0.381,1
CASE029776,routine,-0.356,1
CASE029777,ambiguous,0.299,1
CASE029778,routine,-0.246,1
CASE029779,ambiguous,0.515,1
CASE029780,routine,-0.428,1
CASE029781,routine,0.132,1
CASE029782,routine,-0.24,1
CASE029783,ambiguous,0.343,0
CASE029784,routine,-0.835,1
CASE029785,ambiguous,1.004,1
CASE029786,routine,-0.062,1
CASE029787,ambiguous,0.309,1
CASE029788,routine,-0.072,1
CASE029789,routine,-0.537,1
CASE029790,routine,-0.582,1
CASE029791,routine,-0.989,1
CASE029792,routine,0.181,1
CASE029793,routine,-0.613,1
CASE029794,ambiguous,0.234,1
CASE029795,ambiguous,1.133,1
CASE029796,ambiguous,0.555,1
CASE029797,routine,-0.038,1
CASE029798,routine,-0.869,1
CASE029799,routine,-0.896,1
CASE029800,routine,-0.052,1
CASE029801,routine,-0.216,1
CASE029802,routine,0.2,1
CASE029803,routine,-0.908,1
CASE029804,routine,-0.086,1
CASE029805,routine,0.109,1
CASE029806,routine,0.188,1
CASE029807,routine,-0.278,1
CASE029808,routine,0.202,0
CASE029809,ambiguous,0.012,0
CASE029810,routine,-0.471,0
CASE029811,routine,-0.104,1
CASE029812,routine,-0.048,1
CASE029813,routine,-0.621,1
CASE029814,routine,-0.446,1
CASE029815,routine,-0.167,1
CASE029816,ambiguous,0.058,1
CASE029817,atypical,1.216,0
CASE029818,routine,0.291,1
CASE029819,routine,-0.181,1
CASE029820,routine,-0.792,1
CASE029821,atypical,1.256,0
CASE029822,routine,0.026,1
CASE029823,routine,-0.029,1
CASE029824,routine,0.193,1
CASE029825,routine,0.159,1
CASE029826,routine,-0.544,1
CASE029827,routine,-0.811,1
CASE029828,routine,-0.41,1
CASE029829,routine,-0.507,1
CASE029830,routine,-0.219,1
CASE029831,routine,0.056,1
CASE029832,routine,-0.401,1
CASE029833,routine,-0.189,1
CASE029834,ambiguous,0.542,1
CASE029835,routine,-0.552,1
CASE029836,routine,-0.332,1
CASE029837,routine,-0.273,1
CASE029838,routine,-0.488,1
CASE029839,routine,-0.008,1
CASE029840,atypical,0.991,0
CASE029841,routine,-0.812,1
CASE029842,atypical,0.743,1
CASE029843,atypical,1.901,1
CASE029844,atypical,1.028,0
CASE029845,routine,-0.099,1
CASE029846,routine,-1.112,1
CASE029847,routine,-0.461,1
CASE029848,routine,-0.602,1
CASE029849,routine,-0.754,0
CASE029850,routine,-0.842,1
CASE029851,ambiguous,0.333,1
CASE029852,routine,-0.381,1
CASE029853,ambiguous,0.666,1
CASE029854,ambiguous,0.627,1
CASE029855,routine,-0.342,1
CASE029856,routine,-0.171,1
CASE029857,routine,0.147,0
CASE029858,routine,-0.578,1
CASE029859,routine,-0.327,1
CASE029860,ambiguous,0.581,0
CASE029861,routine,-0.278,1
CASE029862,routine,-0.151,1
CASE029863,routine,-0.214,1
CASE029864,routine,-0.332,1
CASE029865,atypical,1.457,1
CASE029866,routine,-0.66,1
CASE029867,routine,-0.467,1
CASE029868,routine,-0.153,1
CASE029869,ambiguous,1.061,1
CASE029870,routine,0.046,1
CASE029871,routine,-1.112,1
CASE029872,ambiguous,0.047,0
CASE029873,atypical,0.783,1
CASE029874,ambiguous,0.079,1
CASE029875,ambiguous,0.743,1
CASE029876,ambiguous,0.029,0
CASE029877,atypical,1.781,0
CASE029878,routine,0.287,1
CASE029879,ambiguous,1.007,1
CASE029880,routine,-1.088,1
CASE029881,ambiguous,0.133,1
CASE029882,ambiguous,0.06,1
CASE029883,routine,-0.385,1
CASE029884,atypical,1.728,0
CASE029885,routine,-0.828,1
CASE029886,routine,-0.519,1
CASE029887,routine,-0.415,1
CASE029888,routine,-0.539,1
CASE029889,routine,-0.173,1
CASE029890,ambiguous,0.261,1
CASE029891,routine,-0.595,1
CASE029892,routine,-0.071,1
CASE029893,ambiguous,0.276,1
CASE029894,routine,-0.605,1
CASE029895,ambiguous,0.129,0
CASE029896,ambiguous,0.574,1
CASE029897,routine,-0.39,1
CASE029898,atypical,1.195,1
CASE029899,routine,-0.343,1
CASE029900,routine,-0.459,1
CASE029901,ambiguous,1.116,1
CASE029902,atypical,1.776,1
CASE029903,routine,-0.701,1
CASE029904,ambiguous,0.533,1
CASE029905,routine,-0.896,1
CASE029906,routine,0.225,1
CASE029907,routine,-0.182,1
CASE029908,ambiguous,0.74,1
CASE029909,ambiguous,0.21,1
CASE029910,routine,0.156,0
CASE029911,routine,0.23,1
CASE029912,routine,-0.064,1
CASE029913,routine,-0.544,1
CASE029914,routine,-0.633,1
CASE029915,routine,0.562,1
CASE029916,ambiguous,0.71,1
CASE029917,routine,-0.161,1
CASE029918,routine,-0.922,1
CASE029919,ambiguous,0.925,1
CASE029920,routine,-0.361,1
CASE029921,routine,-0.451,1
CASE029922,routine,0.199,1
CASE029923,routine,-0.253,1
CASE029924,routine,-0.316,1
CASE029925,routine,-0.13,1
CASE029926,routine,-0.097,1
CASE029927,routine,-0.712,1
CASE029928,routine,-0.027,1
CASE029929,atypical,1.443,1
CASE029930,routine,-0.492,1
CASE029931,routine,0.076,1
CASE029932,routine,-0.166,1
CASE029933,routine,-0.621,1
CASE029934,routine,-0.468,1
CASE029935,atypical,0.634,0
